epoch (ms),time (18:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1535503437087,2018-08-29T09:43:57.087,10.428,-1.280,0.427,0.305
1535503437087,2018-08-29T09:43:57.087,10.428,-1.951,0.000,0.732
1535503437211,2018-08-29T09:43:57.211,10.552,-1.890,-0.061,0.366
1535503437211,2018-08-29T09:43:57.211,10.552,-1.585,-0.244,-0.183
1535503437211,2018-08-29T09:43:57.211,10.552,-1.220,-0.366,0.122
1535503437335,2018-08-29T09:43:57.335,10.676,-1.159,-0.244,0.244
1535503437335,2018-08-29T09:43:57.335,10.676,-0.915,-0.122,0.671
1535503437335,2018-08-29T09:43:57.335,10.676,-1.037,0.305,0.915
1535503437457,2018-08-29T09:43:57.457,10.798,-0.793,0.488,0.427
1535503437457,2018-08-29T09:43:57.457,10.798,-1.220,-0.061,0.915
1535503437457,2018-08-29T09:43:57.457,10.798,-1.463,-0.183,0.122
1535503437569,2018-08-29T09:43:57.569,10.910,-1.280,-0.061,0.305
1535503437569,2018-08-29T09:43:57.569,10.910,-1.646,-0.183,0.061
1535503437569,2018-08-29T09:43:57.569,10.910,-1.646,-0.183,0.244
1535503437694,2018-08-29T09:43:57.694,11.035,-1.463,-0.061,0.488
1535503437694,2018-08-29T09:43:57.694,11.035,-1.341,0.000,0.427
1535503437694,2018-08-29T09:43:57.694,11.035,-1.341,0.061,0.427
1535503437818,2018-08-29T09:43:57.818,11.159,-1.341,-0.122,0.366
1535503437818,2018-08-29T09:43:57.818,11.159,-1.585,-0.244,0.244
1535503437818,2018-08-29T09:43:57.818,11.159,-1.341,-0.427,0.427
1535503437942,2018-08-29T09:43:57.942,11.283,-1.159,-0.427,0.366
1535503437942,2018-08-29T09:43:57.942,11.283,-1.220,-0.061,0.366
1535503437942,2018-08-29T09:43:57.942,11.283,-0.305,-0.061,0.427
1535503438055,2018-08-29T09:43:58.055,11.396,-0.366,0.122,0.549
1535503438055,2018-08-29T09:43:58.055,11.396,-1.159,0.427,0.122
1535503438055,2018-08-29T09:43:58.055,11.396,-1.707,0.122,0.793
1535503438179,2018-08-29T09:43:58.179,11.520,-1.890,0.000,0.305
1535503438179,2018-08-29T09:43:58.179,11.520,-1.524,-0.122,-0.061
1535503438179,2018-08-29T09:43:58.179,11.520,-1.341,-0.122,-0.244
1535503438302,2018-08-29T09:43:58.302,11.643,-1.280,-0.122,0.061
1535503438302,2018-08-29T09:43:58.302,11.643,-0.976,-0.122,0.427
1535503438302,2018-08-29T09:43:58.302,11.643,-0.793,0.427,0.427
1535503438426,2018-08-29T09:43:58.426,11.767,-0.305,0.732,0.122
1535503438426,2018-08-29T09:43:58.426,11.767,-0.854,0.305,0.366
1535503438426,2018-08-29T09:43:58.426,11.767,-1.037,0.061,-0.122
1535503438550,2018-08-29T09:43:58.550,11.891,-0.976,0.122,-0.244
1535503438550,2018-08-29T09:43:58.550,11.891,-1.768,0.305,-0.488
1535503438550,2018-08-29T09:43:58.550,11.891,-1.707,0.366,-0.610
1535503438662,2018-08-29T09:43:58.662,12.003,-1.220,0.854,-0.427
1535503438662,2018-08-29T09:43:58.662,12.003,-1.037,1.463,-0.610
1535503438662,2018-08-29T09:43:58.662,12.003,-1.037,1.098,-0.610
1535503438785,2018-08-29T09:43:58.785,12.126,-0.854,0.854,-0.610
1535503438785,2018-08-29T09:43:58.785,12.126,-0.976,0.732,-0.671
1535503438785,2018-08-29T09:43:58.785,12.126,-1.402,0.244,-0.854
1535503438909,2018-08-29T09:43:58.909,12.250,-1.220,0.183,-0.793
1535503438909,2018-08-29T09:43:58.909,12.250,-1.524,0.427,-0.732
1535503438909,2018-08-29T09:43:58.909,12.250,-1.098,0.488,-0.854
1535503439033,2018-08-29T09:43:59.033,12.374,-0.854,0.549,-0.488
1535503439033,2018-08-29T09:43:59.033,12.374,-1.463,0.305,-0.427
1535503439033,2018-08-29T09:43:59.033,12.374,-1.768,-0.061,0.000
1535503439168,2018-08-29T09:43:59.168,12.509,-1.951,-0.305,0.122
1535503439168,2018-08-29T09:43:59.168,12.509,-1.768,-0.183,-0.061
1535503439168,2018-08-29T09:43:59.168,12.509,-0.976,-0.244,-0.122
1535503439269,2018-08-29T09:43:59.269,12.610,-0.305,-0.244,0.305
1535503439269,2018-08-29T09:43:59.269,12.610,0.061,0.122,0.793
1535503439269,2018-08-29T09:43:59.269,12.610,0.000,0.061,0.427
1535503439393,2018-08-29T09:43:59.393,12.734,0.671,1.280,1.098
1535503439393,2018-08-29T09:43:59.393,12.734,0.610,0.305,1.951
1535503439393,2018-08-29T09:43:59.393,12.734,0.671,0.000,1.829
1535503439516,2018-08-29T09:43:59.516,12.857,0.183,0.183,2.134
1535503439516,2018-08-29T09:43:59.516,12.857,-1.463,0.000,1.098
1535503439516,2018-08-29T09:43:59.516,12.857,-1.037,0.671,0.976
1535503439640,2018-08-29T09:43:59.640,12.981,-0.793,0.793,1.951
1535503439640,2018-08-29T09:43:59.640,12.981,-2.256,0.915,1.280
1535503439640,2018-08-29T09:43:59.640,12.981,-2.012,1.646,0.671
1535503439752,2018-08-29T09:43:59.752,13.093,-1.829,1.098,-0.305
1535503439752,2018-08-29T09:43:59.752,13.093,-2.378,0.183,-0.854
1535503439752,2018-08-29T09:43:59.752,13.093,-2.805,0.000,-0.061
1535503439875,2018-08-29T09:43:59.875,13.216,-2.378,0.183,2.805
1535503439875,2018-08-29T09:43:59.875,13.216,-1.402,0.000,1.159
1535503439875,2018-08-29T09:43:59.875,13.216,-0.671,1.829,-1.585
1535503439999,2018-08-29T09:43:59.999,13.340,-0.549,1.402,0.244
