epoch (ms),time (18:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1535604171396,2018-08-30T13:42:51.396,133.357,-0.156,0.802,0.249
1535604171396,2018-08-30T13:42:51.396,133.357,-0.150,0.759,0.285
1535604171643,2018-08-30T13:42:51.643,133.604,-0.199,0.857,0.275
1535604171643,2018-08-30T13:42:51.643,133.604,-0.189,1.004,0.316
1535604171643,2018-08-30T13:42:51.643,133.604,-0.191,1.091,0.397
1535604171891,2018-08-30T13:42:51.891,133.852,-0.177,1.092,0.279
1535604171891,2018-08-30T13:42:51.891,133.852,-0.018,0.784,0.191
1535604171891,2018-08-30T13:42:51.891,133.852,-0.145,0.903,0.211
1535604172127,2018-08-30T13:42:52.127,134.088,-0.129,0.856,0.260
1535604172127,2018-08-30T13:42:52.127,134.088,-0.051,0.820,0.283
1535604172127,2018-08-30T13:42:52.127,134.088,-0.052,0.839,0.301
1535604172375,2018-08-30T13:42:52.375,134.336,-0.103,0.933,0.352
1535604172375,2018-08-30T13:42:52.375,134.336,-0.131,1.104,0.365
1535604172375,2018-08-30T13:42:52.375,134.336,-0.198,1.054,0.299
1535604172622,2018-08-30T13:42:52.622,134.583,-0.264,0.768,0.239
1535604172622,2018-08-30T13:42:52.622,134.583,-0.220,0.938,0.245
1535604172622,2018-08-30T13:42:52.622,134.583,-0.172,0.769,0.253
1535604172858,2018-08-30T13:42:52.858,134.819,-0.139,0.798,0.333
1535604172858,2018-08-30T13:42:52.858,134.819,-0.302,0.858,0.227
1535604172858,2018-08-30T13:42:52.858,134.819,-0.205,1.056,0.319
1535604173106,2018-08-30T13:42:53.106,135.067,-0.212,1.189,0.313
1535604173106,2018-08-30T13:42:53.106,135.067,-0.071,0.916,0.165
1535604173106,2018-08-30T13:42:53.106,135.067,-0.068,0.867,0.116
1535604173342,2018-08-30T13:42:53.342,135.303,-0.185,0.923,0.187
1535604173342,2018-08-30T13:42:53.342,135.303,-0.095,0.802,0.269
1535604173342,2018-08-30T13:42:53.342,135.303,-0.056,0.796,0.276
1535604173590,2018-08-30T13:42:53.590,135.551,-0.100,0.900,0.290
1535604173590,2018-08-30T13:42:53.590,135.551,-0.143,1.106,0.324
1535604173590,2018-08-30T13:42:53.590,135.551,-0.231,1.183,0.286
1535604173837,2018-08-30T13:42:53.837,135.798,-0.313,0.770,0.175
1535604173837,2018-08-30T13:42:53.837,135.798,-0.249,0.921,0.144
1535604173837,2018-08-30T13:42:53.837,135.798,-0.166,0.797,0.217
1535604174073,2018-08-30T13:42:54.073,136.034,-0.170,0.771,0.249
1535604174073,2018-08-30T13:42:54.073,136.034,-0.209,0.870,0.257
1535604174073,2018-08-30T13:42:54.073,136.034,-0.196,1.026,0.335
1535604174321,2018-08-30T13:42:54.321,136.282,-0.198,1.140,0.358
1535604174321,2018-08-30T13:42:54.321,136.282,-0.087,0.989,0.226
1535604174321,2018-08-30T13:42:54.321,136.282,-0.010,0.832,0.165
1535604174568,2018-08-30T13:42:54.568,136.529,-0.098,0.938,0.226
1535604174568,2018-08-30T13:42:54.568,136.529,-0.073,0.778,0.286
1535604174568,2018-08-30T13:42:54.568,136.529,-0.051,0.792,0.319
1535604174805,2018-08-30T13:42:54.805,136.766,-0.078,0.840,0.316
1535604174805,2018-08-30T13:42:54.805,136.766,-0.128,1.039,0.378
1535604174805,2018-08-30T13:42:54.805,136.766,-0.224,1.243,0.377
1535604175052,2018-08-30T13:42:55.052,137.013,-0.159,0.784,0.213
1535604175052,2018-08-30T13:42:55.052,137.013,-0.287,0.853,0.251
1535604175052,2018-08-30T13:42:55.052,137.013,-0.120,0.859,0.242
1535604175299,2018-08-30T13:42:55.299,137.260,-0.163,0.748,0.280
1535604175299,2018-08-30T13:42:55.299,137.260,-0.171,0.833,0.313
1535604175299,2018-08-30T13:42:55.299,137.260,-0.155,0.974,0.339
1535604175536,2018-08-30T13:42:55.536,137.497,-0.168,1.127,0.406
1535604175536,2018-08-30T13:42:55.536,137.497,-0.098,1.118,0.277
1535604175536,2018-08-30T13:42:55.536,137.497,-0.024,0.777,0.132
1535604175783,2018-08-30T13:42:55.783,137.744,-0.123,0.972,0.207
1535604175783,2018-08-30T13:42:55.783,137.744,-0.046,0.808,0.278
1535604175783,2018-08-30T13:42:55.783,137.744,-0.045,0.772,0.293
1535604176019,2018-08-30T13:42:56.019,137.980,-0.045,0.825,0.311
1535604176019,2018-08-30T13:42:56.019,137.980,-0.079,1.013,0.380
1535604176019,2018-08-30T13:42:56.019,137.980,-0.162,1.271,0.385
1535604176267,2018-08-30T13:42:56.267,138.228,-0.262,0.822,0.196
1535604176267,2018-08-30T13:42:56.267,138.228,-0.231,0.901,0.125
1535604176267,2018-08-30T13:42:56.267,138.228,-0.195,0.873,0.205
1535604176515,2018-08-30T13:42:56.515,138.476,-0.170,0.689,0.258
1535604176515,2018-08-30T13:42:56.515,138.476,-0.201,0.792,0.263
1535604176515,2018-08-30T13:42:56.515,138.476,-0.199,1.000,0.326
1535604176751,2018-08-30T13:42:56.751,138.712,-0.185,1.093,0.383
1535604176751,2018-08-30T13:42:56.751,138.712,-0.174,1.125,0.343
1535604176751,2018-08-30T13:42:56.751,138.712,-0.001,0.809,0.072
1535604176998,2018-08-30T13:42:56.998,138.959,-0.064,1.034,0.033
1535604176998,2018-08-30T13:42:56.998,138.959,-0.104,0.873,0.129
1535604176998,2018-08-30T13:42:56.998,138.959,-0.022,0.773,0.247
1535604177246,2018-08-30T13:42:57.246,139.207,-0.002,0.823,0.241
1535604177246,2018-08-30T13:42:57.246,139.207,-0.091,1.004,0.268
1535604177246,2018-08-30T13:42:57.246,139.207,-0.107,1.111,0.351
1535604177482,2018-08-30T13:42:57.482,139.443,-0.212,1.073,0.270
1535604177482,2018-08-30T13:42:57.482,139.443,-0.332,0.810,0.159
1535604177482,2018-08-30T13:42:57.482,139.443,-0.211,0.922,0.159
1535604177729,2018-08-30T13:42:57.729,139.690,-0.165,0.737,0.205
1535604177729,2018-08-30T13:42:57.729,139.690,-0.187,0.795,0.273
1535604177729,2018-08-30T13:42:57.729,139.690,-0.170,0.919,0.303
1535604177966,2018-08-30T13:42:57.966,139.927,-0.187,1.058,0.349
1535604177966,2018-08-30T13:42:57.966,139.927,-0.171,1.227,0.350
1535604177966,2018-08-30T13:42:57.966,139.927,-0.044,0.846,0.212
1535604178213,2018-08-30T13:42:58.213,140.174,-0.063,0.816,0.173
1535604178213,2018-08-30T13:42:58.213,140.174,-0.113,0.922,0.237
1535604178213,2018-08-30T13:42:58.213,140.174,-0.047,0.789,0.326
1535604178461,2018-08-30T13:42:58.461,140.422,-0.050,0.796,0.312
1535604178461,2018-08-30T13:42:58.461,140.422,-0.080,0.904,0.321
1535604178461,2018-08-30T13:42:58.461,140.422,-0.105,1.141,0.390
1535604178697,2018-08-30T13:42:58.697,140.658,-0.192,1.101,0.368
1535604178697,2018-08-30T13:42:58.697,140.658,-0.251,0.677,0.246
1535604178697,2018-08-30T13:42:58.697,140.658,-0.247,0.958,0.171
1535604178945,2018-08-30T13:42:58.945,140.906,-0.186,0.796,0.237
1535604178945,2018-08-30T13:42:58.945,140.906,-0.202,0.741,0.297
1535604178945,2018-08-30T13:42:58.945,140.906,-0.250,0.914,0.281
1535604179192,2018-08-30T13:42:59.192,141.153,-0.227,1.016,0.289
1535604179192,2018-08-30T13:42:59.192,141.153,-0.258,1.161,0.328
1535604179192,2018-08-30T13:42:59.192,141.153,-0.102,0.946,0.236
1535604179428,2018-08-30T13:42:59.428,141.389,-0.028,0.812,0.166
1535604179428,2018-08-30T13:42:59.428,141.389,-0.110,0.922,0.245
1535604179428,2018-08-30T13:42:59.428,141.389,-0.114,0.854,0.309
1535604179687,2018-08-30T13:42:59.687,141.648,-0.108,0.769,0.312
1535604179687,2018-08-30T13:42:59.687,141.648,-0.010,0.880,0.314
1535604179687,2018-08-30T13:42:59.687,141.648,-0.031,1.097,0.357
1535604179923,2018-08-30T13:42:59.923,141.884,-0.131,1.108,0.372
1535604179923,2018-08-30T13:42:59.923,141.884,-0.202,0.729,0.207
1535604179923,2018-08-30T13:42:59.923,141.884,-0.170,0.999,0.126
1535604180160,2018-08-30T13:43:00.160,142.121,-0.153,0.825,0.206
1535604180160,2018-08-30T13:43:00.160,142.121,-0.157,0.807,0.259
1535604180160,2018-08-30T13:43:00.160,142.121,-0.142,0.901,0.264
1535604180407,2018-08-30T13:43:00.407,142.368,-0.165,1.041,0.303
1535604180407,2018-08-30T13:43:00.407,142.368,-0.143,1.210,0.303
1535604180407,2018-08-30T13:43:00.407,142.368,-0.062,0.887,0.171
1535604180643,2018-08-30T13:43:00.643,142.604,-0.100,0.890,0.160
1535604180643,2018-08-30T13:43:00.643,142.604,-0.088,0.795,0.213
1535604180643,2018-08-30T13:43:00.643,142.604,-0.073,0.818,0.279
1535604180891,2018-08-30T13:43:00.891,142.852,-0.065,0.877,0.300
1535604180891,2018-08-30T13:43:00.891,142.852,-0.128,0.914,0.296
1535604180891,2018-08-30T13:43:00.891,142.852,-0.162,1.112,0.323
1535604181138,2018-08-30T13:43:01.138,143.099,-0.216,1.127,0.273
1535604181138,2018-08-30T13:43:01.138,143.099,-0.263,0.733,0.135
1535604181138,2018-08-30T13:43:01.138,143.099,-0.235,0.945,0.131
1535604181374,2018-08-30T13:43:01.374,143.335,-0.186,0.802,0.215
1535604181374,2018-08-30T13:43:01.374,143.335,-0.189,0.804,0.244
1535604181374,2018-08-30T13:43:01.374,143.335,-0.194,0.879,0.247
1535604181622,2018-08-30T13:43:01.622,143.583,-0.179,1.030,0.282
1535604181622,2018-08-30T13:43:01.622,143.583,-0.201,1.176,0.342
1535604181622,2018-08-30T13:43:01.622,143.583,-0.108,0.976,0.268
1535604181869,2018-08-30T13:43:01.869,143.830,-0.004,0.776,0.160
1535604181869,2018-08-30T13:43:01.869,143.830,-0.090,0.979,0.190
1535604181869,2018-08-30T13:43:01.869,143.830,-0.080,0.806,0.261
1535604182106,2018-08-30T13:43:02.106,144.067,-0.057,0.791,0.286
1535604182106,2018-08-30T13:43:02.106,144.067,-0.059,0.873,0.291
1535604182106,2018-08-30T13:43:02.106,144.067,-0.087,1.121,0.355
1535604182353,2018-08-30T13:43:02.353,144.314,-0.176,1.190,0.294
1535604182353,2018-08-30T13:43:02.353,144.314,-0.198,0.693,0.163
1535604182353,2018-08-30T13:43:02.353,144.314,-0.230,0.934,0.131
1535604182601,2018-08-30T13:43:02.601,144.562,-0.219,0.817,0.239
1535604182601,2018-08-30T13:43:02.601,144.562,-0.174,0.803,0.271
1535604182601,2018-08-30T13:43:02.601,144.562,-0.207,0.880,0.263
1535604182837,2018-08-30T13:43:02.837,144.798,-0.241,1.048,0.282
1535604182837,2018-08-30T13:43:02.837,144.798,-0.213,1.192,0.310
1535604182837,2018-08-30T13:43:02.837,144.798,-0.052,0.890,0.170
1535604183107,2018-08-30T13:43:03.107,145.068,-0.073,0.878,0.130
1535604183107,2018-08-30T13:43:03.107,145.068,-0.152,0.902,0.177
1535604183107,2018-08-30T13:43:03.107,145.068,-0.083,0.826,0.259
1535604183321,2018-08-30T13:43:03.321,145.282,-0.069,0.797,0.271
1535604183321,2018-08-30T13:43:03.321,145.282,-0.097,0.930,0.271
1535604183321,2018-08-30T13:43:03.321,145.282,-0.147,1.187,0.318
1535604183568,2018-08-30T13:43:03.568,145.529,-0.211,0.980,0.250
1535604183568,2018-08-30T13:43:03.568,145.529,-0.270,0.843,0.171
1535604183568,2018-08-30T13:43:03.568,145.529,-0.178,0.924,0.180
1535604183816,2018-08-30T13:43:03.816,145.777,-0.148,0.771,0.237
1535604183816,2018-08-30T13:43:03.816,145.777,-0.221,0.846,0.271
1535604183816,2018-08-30T13:43:03.816,145.777,-0.239,0.919,0.302
1535604184063,2018-08-30T13:43:04.063,146.024,-0.246,1.017,0.378
1535604184063,2018-08-30T13:43:04.063,146.024,-0.199,1.143,0.407
1535604184063,2018-08-30T13:43:04.063,146.024,-0.026,0.778,0.253
1535604184299,2018-08-30T13:43:04.299,146.260,-0.114,0.857,0.191
1535604184299,2018-08-30T13:43:04.299,146.260,-0.159,0.936,0.236
1535604184299,2018-08-30T13:43:04.299,146.260,-0.063,0.795,0.306
1535604184547,2018-08-30T13:43:04.547,146.508,-0.075,0.799,0.309
1535604184547,2018-08-30T13:43:04.547,146.508,-0.129,0.904,0.336
1535604184547,2018-08-30T13:43:04.547,146.508,-0.150,1.140,0.381
1535604184783,2018-08-30T13:43:04.783,146.744,-0.222,1.117,0.338
1535604184783,2018-08-30T13:43:04.783,146.744,-0.240,0.677,0.179
1535604184783,2018-08-30T13:43:04.783,146.744,-0.284,0.930,0.192
1535604185031,2018-08-30T13:43:05.031,146.992,-0.201,0.868,0.251
1535604185031,2018-08-30T13:43:05.031,146.992,-0.151,0.766,0.251
1535604185031,2018-08-30T13:43:05.031,146.992,-0.208,0.854,0.277
1535604185267,2018-08-30T13:43:05.267,147.228,-0.196,0.973,0.310
1535604185267,2018-08-30T13:43:05.267,147.228,-0.213,1.104,0.331
1535604185267,2018-08-30T13:43:05.267,147.228,-0.124,1.146,0.253
1535604185514,2018-08-30T13:43:05.514,147.475,-0.080,0.735,0.135
1535604185514,2018-08-30T13:43:05.514,147.475,-0.215,0.954,0.136
1535604185514,2018-08-30T13:43:05.514,147.475,-0.167,0.910,0.227
1535604185762,2018-08-30T13:43:05.762,147.723,-0.109,0.780,0.264
1535604185762,2018-08-30T13:43:05.762,147.723,-0.084,0.833,0.281
1535604185762,2018-08-30T13:43:05.762,147.723,-0.132,0.929,0.325
1535604185998,2018-08-30T13:43:05.998,147.959,-0.187,1.159,0.391
1535604185998,2018-08-30T13:43:05.998,147.959,-0.282,0.999,0.309
1535604185998,2018-08-30T13:43:05.998,147.959,-0.228,0.708,0.169
1535604186246,2018-08-30T13:43:06.246,148.207,-0.234,0.938,0.156
1535604186246,2018-08-30T13:43:06.246,148.207,-0.254,0.829,0.226
1535604186246,2018-08-30T13:43:06.246,148.207,-0.238,0.809,0.248
1535604186493,2018-08-30T13:43:06.493,148.454,-0.208,0.865,0.266
1535604186493,2018-08-30T13:43:06.493,148.454,-0.227,1.013,0.299
1535604186493,2018-08-30T13:43:06.493,148.454,-0.265,1.213,0.328
1535604186729,2018-08-30T13:43:06.729,148.690,-0.129,0.924,0.180
1535604186729,2018-08-30T13:43:06.729,148.690,-0.047,0.729,0.047
1535604186729,2018-08-30T13:43:06.729,148.690,-0.115,1.046,0.154
1535604186977,2018-08-30T13:43:06.977,148.938,-0.120,0.828,0.208
1535604186977,2018-08-30T13:43:06.977,148.938,-0.264,0.836,0.202
1535604186977,2018-08-30T13:43:06.977,148.938,-0.060,0.926,0.275
1535604187225,2018-08-30T13:43:07.225,149.186,-0.074,1.027,0.345
1535604187225,2018-08-30T13:43:07.225,149.186,-0.147,1.201,0.308
1535604187225,2018-08-30T13:43:07.225,149.186,-0.230,0.764,0.102
1535604187461,2018-08-30T13:43:07.461,149.422,-0.207,0.928,0.081
1535604187461,2018-08-30T13:43:07.461,149.422,-0.207,0.870,0.194
1535604187461,2018-08-30T13:43:07.461,149.422,-0.190,0.788,0.235
1535604187708,2018-08-30T13:43:07.708,149.669,-0.191,0.862,0.219
1535604187708,2018-08-30T13:43:07.708,149.669,-0.182,1.003,0.255
1535604187708,2018-08-30T13:43:07.708,149.669,-0.241,1.243,0.294
1535604187945,2018-08-30T13:43:07.945,149.906,-0.093,0.983,0.210
1535604187945,2018-08-30T13:43:07.945,149.906,-0.008,0.734,0.170
1535604187945,2018-08-30T13:43:07.945,149.906,-0.104,0.921,0.219
1535604188192,2018-08-30T13:43:08.192,150.153,-0.043,0.870,0.310
1535604188192,2018-08-30T13:43:08.192,150.153,-0.044,0.827,0.327
1535604188192,2018-08-30T13:43:08.192,150.153,-0.067,0.835,0.326
1535604188439,2018-08-30T13:43:08.439,150.400,-0.107,1.022,0.378
1535604188439,2018-08-30T13:43:08.439,150.400,-0.192,1.168,0.378
1535604188439,2018-08-30T13:43:08.439,150.400,-0.260,0.738,0.269
1535604188676,2018-08-30T13:43:08.676,150.637,-0.192,0.897,0.209
1535604188676,2018-08-30T13:43:08.676,150.637,-0.164,0.848,0.225
1535604188676,2018-08-30T13:43:08.676,150.637,-0.171,0.785,0.280
1535604188923,2018-08-30T13:43:08.923,150.884,-0.185,0.861,0.278
1535604188923,2018-08-30T13:43:08.923,150.884,-0.164,0.995,0.314
1535604188923,2018-08-30T13:43:08.923,150.884,-0.198,1.117,0.360
1535604189171,2018-08-30T13:43:09.171,151.132,-0.101,1.086,0.281
1535604189171,2018-08-30T13:43:09.171,151.132,-0.006,0.744,0.169
1535604189171,2018-08-30T13:43:09.171,151.132,-0.138,0.943,0.187
1535604189407,2018-08-30T13:43:09.407,151.368,-0.097,0.869,0.275
1535604189407,2018-08-30T13:43:09.407,151.368,-0.023,0.780,0.290
1535604189407,2018-08-30T13:43:09.407,151.368,-0.046,0.827,0.316
1535604189654,2018-08-30T13:43:09.654,151.615,-0.080,0.995,0.330
1535604189654,2018-08-30T13:43:09.654,151.615,-0.144,1.186,0.374
1535604189654,2018-08-30T13:43:09.654,151.615,-0.241,0.785,0.305
1535604189891,2018-08-30T13:43:09.891,151.852,-0.213,0.936,0.247
1535604189891,2018-08-30T13:43:09.891,151.852,-0.104,0.898,0.254
1535604189891,2018-08-30T13:43:09.891,151.852,-0.184,0.747,0.278
1535604190139,2018-08-30T13:43:10.139,152.100,-0.179,0.820,0.292
1535604190139,2018-08-30T13:43:10.139,152.100,-0.165,0.955,0.317
1535604190139,2018-08-30T13:43:10.139,152.100,-0.284,1.183,0.372
1535604190386,2018-08-30T13:43:10.386,152.347,-0.107,0.959,0.315
1535604190386,2018-08-30T13:43:10.386,152.347,0.017,0.840,0.208
1535604190386,2018-08-30T13:43:10.386,152.347,-0.178,0.945,0.279
1535604190622,2018-08-30T13:43:10.622,152.583,-0.072,0.749,0.279
1535604190622,2018-08-30T13:43:10.622,152.583,-0.053,0.755,0.288
1535604190622,2018-08-30T13:43:10.622,152.583,-0.118,0.906,0.327
1535604190870,2018-08-30T13:43:10.870,152.831,-0.068,1.110,0.375
1535604190870,2018-08-30T13:43:10.870,152.831,-0.238,1.120,0.315
1535604190870,2018-08-30T13:43:10.870,152.831,-0.274,0.754,0.179
1535604191117,2018-08-30T13:43:11.117,153.078,-0.170,0.973,0.185
1535604191117,2018-08-30T13:43:11.117,153.078,-0.162,0.830,0.255
1535604191117,2018-08-30T13:43:11.117,153.078,-0.184,0.772,0.240
1535604191354,2018-08-30T13:43:11.354,153.315,-0.177,0.854,0.247
1535604191354,2018-08-30T13:43:11.354,153.315,-0.227,0.965,0.345
1535604191354,2018-08-30T13:43:11.354,153.315,-0.253,1.189,0.382
1535604191601,2018-08-30T13:43:11.601,153.562,-0.052,1.057,0.189
1535604191601,2018-08-30T13:43:11.601,153.562,-0.076,0.806,0.108
1535604191601,2018-08-30T13:43:11.601,153.562,-0.175,0.879,0.203
1535604191848,2018-08-30T13:43:11.848,153.809,-0.062,0.813,0.301
1535604191848,2018-08-30T13:43:11.848,153.809,-0.059,0.794,0.323
1535604191848,2018-08-30T13:43:11.848,153.809,-0.130,0.880,0.295
1535604192084,2018-08-30T13:43:12.084,154.045,-0.191,1.131,0.359
1535604192084,2018-08-30T13:43:12.084,154.045,-0.270,1.098,0.337
1535604192084,2018-08-30T13:43:12.084,154.045,-0.292,0.692,0.218
1535604192332,2018-08-30T13:43:12.332,154.293,-0.222,0.941,0.203
1535604192332,2018-08-30T13:43:12.332,154.293,-0.186,0.841,0.245
1535604192332,2018-08-30T13:43:12.332,154.293,-0.208,0.782,0.251
1535604192568,2018-08-30T13:43:12.568,154.529,-0.218,0.848,0.251
1535604192568,2018-08-30T13:43:12.568,154.529,-0.222,1.025,0.297
1535604192568,2018-08-30T13:43:12.568,154.529,-0.232,1.289,0.333
1535604192816,2018-08-30T13:43:12.816,154.777,-0.114,0.898,0.131
1535604192816,2018-08-30T13:43:12.816,154.777,-0.100,0.783,0.104
1535604192816,2018-08-30T13:43:12.816,154.777,-0.144,0.945,0.207
1535604193063,2018-08-30T13:43:13.063,155.024,-0.075,0.841,0.282
1535604193063,2018-08-30T13:43:13.063,155.024,-0.109,0.825,0.287
1535604193063,2018-08-30T13:43:13.063,155.024,-0.126,0.889,0.305
1535604193298,2018-08-30T13:43:13.298,155.259,-0.128,1.106,0.347
1535604193298,2018-08-30T13:43:13.298,155.259,-0.199,1.114,0.298
1535604193298,2018-08-30T13:43:13.298,155.259,-0.222,0.703,0.237
1535604193547,2018-08-30T13:43:13.547,155.508,-0.199,0.926,0.204
1535604193547,2018-08-30T13:43:13.547,155.508,-0.153,0.820,0.281
1535604193547,2018-08-30T13:43:13.547,155.508,-0.130,0.731,0.291
1535604193795,2018-08-30T13:43:13.795,155.756,-0.204,0.893,0.327
1535604193795,2018-08-30T13:43:13.795,155.756,-0.184,1.055,0.360
1535604193795,2018-08-30T13:43:13.795,155.756,-0.167,1.190,0.366
1535604194031,2018-08-30T13:43:14.031,155.992,-0.005,0.917,0.218
1535604194031,2018-08-30T13:43:14.031,155.992,-0.043,0.789,0.193
1535604194031,2018-08-30T13:43:14.031,155.992,-0.122,0.913,0.236
1535604194278,2018-08-30T13:43:14.278,156.239,-0.044,0.825,0.274
1535604194278,2018-08-30T13:43:14.278,156.239,-0.065,0.796,0.298
1535604194278,2018-08-30T13:43:14.278,156.239,-0.089,0.905,0.321
1535604194526,2018-08-30T13:43:14.526,156.487,-0.132,1.161,0.365
1535604194526,2018-08-30T13:43:14.526,156.487,-0.201,1.121,0.309
1535604194526,2018-08-30T13:43:14.526,156.487,-0.173,0.716,0.190
1535604194762,2018-08-30T13:43:14.762,156.723,-0.172,0.902,0.151
1535604194762,2018-08-30T13:43:14.762,156.723,-0.205,0.832,0.253
1535604194762,2018-08-30T13:43:14.762,156.723,-0.197,0.795,0.314
1535604195010,2018-08-30T13:43:15.010,156.971,-0.175,0.892,0.282
1535604195010,2018-08-30T13:43:15.010,156.971,-0.151,1.013,0.293
1535604195010,2018-08-30T13:43:15.010,156.971,-0.217,1.249,0.255
1535604195246,2018-08-30T13:43:15.246,157.207,0.010,0.954,0.115
1535604195246,2018-08-30T13:43:15.246,157.207,0.068,0.887,0.118
1535604195246,2018-08-30T13:43:15.246,157.207,-0.056,0.878,0.173
1535604195493,2018-08-30T13:43:15.493,157.454,-0.026,0.741,0.238
1535604195493,2018-08-30T13:43:15.493,157.454,-0.007,0.823,0.272
1535604195493,2018-08-30T13:43:15.493,157.454,-0.058,1.022,0.335
1535604195741,2018-08-30T13:43:15.741,157.702,-0.166,1.226,0.380
1535604195741,2018-08-30T13:43:15.741,157.702,-0.291,0.826,0.258
1535604195741,2018-08-30T13:43:15.741,157.702,-0.244,0.789,0.176
1535604195977,2018-08-30T13:43:15.977,157.938,-0.203,0.898,0.221
1535604195977,2018-08-30T13:43:15.977,157.938,-0.196,0.801,0.284
1535604195977,2018-08-30T13:43:15.977,157.938,-0.183,0.811,0.294
1535604196225,2018-08-30T13:43:16.225,158.186,-0.202,0.962,0.306
1535604196225,2018-08-30T13:43:16.225,158.186,-0.210,1.235,0.357
1535604196225,2018-08-30T13:43:16.225,158.186,-0.051,0.976,0.196
1535604196472,2018-08-30T13:43:16.472,158.433,-0.082,0.823,0.169
1535604196472,2018-08-30T13:43:16.472,158.433,-0.144,0.905,0.227
1535604196472,2018-08-30T13:43:16.472,158.433,-0.032,0.776,0.316
1535604196708,2018-08-30T13:43:16.708,158.669,-0.053,0.769,0.334
1535604196708,2018-08-30T13:43:16.708,158.669,-0.109,0.923,0.354
1535604196708,2018-08-30T13:43:16.708,158.669,-0.163,1.178,0.411
1535604196956,2018-08-30T13:43:16.956,158.917,-0.198,0.908,0.336
1535604196956,2018-08-30T13:43:16.956,158.917,-0.195,0.786,0.232
1535604196956,2018-08-30T13:43:16.956,158.917,-0.169,0.940,0.229
1535604197192,2018-08-30T13:43:17.192,159.153,-0.157,0.827,0.295
1535604197192,2018-08-30T13:43:17.192,159.153,-0.145,0.828,0.301
1535604197192,2018-08-30T13:43:17.192,159.153,-0.159,0.898,0.288
1535604197440,2018-08-30T13:43:17.440,159.401,-0.186,1.096,0.333
1535604197440,2018-08-30T13:43:17.440,159.401,-0.122,1.152,0.300
1535604197440,2018-08-30T13:43:17.440,159.401,-0.003,0.744,0.160
1535604197687,2018-08-30T13:43:17.687,159.648,-0.093,0.978,0.167
1535604197687,2018-08-30T13:43:17.687,159.648,-0.103,0.897,0.256
1535604197687,2018-08-30T13:43:17.687,159.648,-0.042,0.760,0.284
