epoch (ms),time (18:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1535604535017,2018-08-30T13:48:55.017,496.978,-0.204,0.969,0.263
1535604535017,2018-08-30T13:48:55.017,496.978,-0.142,0.850,0.339
1535604535017,2018-08-30T13:48:55.017,496.978,-0.140,0.750,0.327
1535604535254,2018-08-30T13:48:55.254,497.215,-0.192,0.901,0.363
1535604535254,2018-08-30T13:48:55.254,497.215,-0.225,1.185,0.440
1535604535254,2018-08-30T13:48:55.254,497.215,-0.103,0.990,0.274
1535604535501,2018-08-30T13:48:55.501,497.462,-0.078,0.792,0.210
1535604535501,2018-08-30T13:48:55.501,497.462,-0.153,0.924,0.250
1535604535501,2018-08-30T13:48:55.501,497.462,-0.122,0.779,0.309
1535604535748,2018-08-30T13:48:55.748,497.709,-0.097,0.736,0.340
1535604535748,2018-08-30T13:48:55.748,497.709,-0.096,0.855,0.408
1535604535748,2018-08-30T13:48:55.748,497.709,-0.185,1.130,0.458
1535604535984,2018-08-30T13:48:55.984,497.945,-0.265,1.075,0.378
1535604535984,2018-08-30T13:48:55.984,497.945,-0.227,0.704,0.297
1535604535984,2018-08-30T13:48:55.984,497.945,-0.200,0.834,0.270
1535604536232,2018-08-30T13:48:56.232,498.193,-0.201,0.810,0.302
1535604536232,2018-08-30T13:48:56.232,498.193,-0.194,0.851,0.326
1535604536232,2018-08-30T13:48:56.232,498.193,-0.212,0.894,0.344
1535604536468,2018-08-30T13:48:56.468,498.429,-0.248,1.080,0.392
1535604536468,2018-08-30T13:48:56.468,498.429,-0.126,1.113,0.280
1535604536468,2018-08-30T13:48:56.468,498.429,-0.040,0.854,0.191
1535604536716,2018-08-30T13:48:56.716,498.677,-0.152,0.824,0.241
1535604536716,2018-08-30T13:48:56.716,498.677,-0.156,0.811,0.293
1535604536716,2018-08-30T13:48:56.716,498.677,-0.096,0.796,0.322
1535604536963,2018-08-30T13:48:56.963,498.924,-0.125,0.855,0.338
1535604536963,2018-08-30T13:48:56.963,498.924,-0.183,1.090,0.376
1535604536963,2018-08-30T13:48:56.963,498.924,-0.241,1.077,0.317
1535604537199,2018-08-30T13:48:57.199,499.160,-0.249,0.774,0.224
1535604537199,2018-08-30T13:48:57.199,499.160,-0.189,0.963,0.212
1535604537199,2018-08-30T13:48:57.199,499.160,-0.171,0.802,0.248
1535604537447,2018-08-30T13:48:57.447,499.408,-0.190,0.743,0.273
1535604537447,2018-08-30T13:48:57.447,499.408,-0.235,0.916,0.291
1535604537447,2018-08-30T13:48:57.447,499.408,-0.253,1.213,0.348
1535604537695,2018-08-30T13:48:57.695,499.656,-0.202,1.198,0.274
1535604537695,2018-08-30T13:48:57.695,499.656,-0.013,0.779,0.139
1535604537695,2018-08-30T13:48:57.695,499.656,-0.086,0.842,0.161
1535604537931,2018-08-30T13:48:57.931,499.892,-0.138,0.853,0.260
1535604537931,2018-08-30T13:48:57.931,499.892,-0.073,0.796,0.304
1535604537931,2018-08-30T13:48:57.931,499.892,-0.097,0.777,0.302
1535604538178,2018-08-30T13:48:58.178,500.139,-0.142,0.924,0.359
1535604538178,2018-08-30T13:48:58.178,500.139,-0.159,1.119,0.389
1535604538178,2018-08-30T13:48:58.178,500.139,-0.199,1.082,0.368
1535604538415,2018-08-30T13:48:58.415,500.376,-0.239,0.672,0.236
1535604538415,2018-08-30T13:48:58.415,500.376,-0.230,0.927,0.218
1535604538415,2018-08-30T13:48:58.415,500.376,-0.153,0.815,0.276
1535604538662,2018-08-30T13:48:58.662,500.623,-0.190,0.815,0.313
1535604538662,2018-08-30T13:48:58.662,500.623,-0.225,0.875,0.285
1535604538662,2018-08-30T13:48:58.662,500.623,-0.229,1.079,0.340
1535604538910,2018-08-30T13:48:58.910,500.871,-0.220,1.262,0.338
1535604538910,2018-08-30T13:48:58.910,500.871,-0.037,0.844,0.161
1535604538910,2018-08-30T13:48:58.910,500.871,-0.044,0.790,0.146
1535604539146,2018-08-30T13:48:59.146,501.107,-0.099,0.851,0.217
1535604539146,2018-08-30T13:48:59.146,501.107,-0.089,0.831,0.290
1535604539146,2018-08-30T13:48:59.146,501.107,-0.099,0.805,0.292
1535604539393,2018-08-30T13:48:59.393,501.354,-0.138,0.906,0.310
1535604539393,2018-08-30T13:48:59.393,501.354,-0.190,1.126,0.359
1535604539393,2018-08-30T13:48:59.393,501.354,-0.256,1.113,0.315
1535604539641,2018-08-30T13:48:59.641,501.602,-0.251,0.721,0.199
1535604539641,2018-08-30T13:48:59.641,501.602,-0.207,0.887,0.219
1535604539641,2018-08-30T13:48:59.641,501.602,-0.202,0.833,0.285
1535604539877,2018-08-30T13:48:59.877,501.838,-0.208,0.797,0.272
1535604539877,2018-08-30T13:48:59.877,501.838,-0.214,0.852,0.281
1535604539877,2018-08-30T13:48:59.877,501.838,-0.268,1.060,0.334
1535604540125,2018-08-30T13:49:00.125,502.086,-0.243,1.252,0.340
1535604540125,2018-08-30T13:49:00.125,502.086,-0.050,0.819,0.183
1535604540125,2018-08-30T13:49:00.125,502.086,-0.079,0.821,0.178
1535604540372,2018-08-30T13:49:00.372,502.333,-0.168,0.925,0.238
1535604540372,2018-08-30T13:49:00.372,502.333,-0.137,0.779,0.269
1535604540372,2018-08-30T13:49:00.372,502.333,-0.081,0.776,0.303
1535604540608,2018-08-30T13:49:00.608,502.569,-0.124,0.885,0.353
1535604540608,2018-08-30T13:49:00.608,502.569,-0.204,1.124,0.385
1535604540608,2018-08-30T13:49:00.608,502.569,-0.291,1.091,0.308
1535604540856,2018-08-30T13:49:00.856,502.817,-0.259,0.784,0.177
1535604540856,2018-08-30T13:49:00.856,502.817,-0.228,0.892,0.172
1535604540856,2018-08-30T13:49:00.856,502.817,-0.200,0.770,0.229
1535604541091,2018-08-30T13:49:01.091,503.052,-0.196,0.822,0.276
1535604541091,2018-08-30T13:49:01.091,503.052,-0.192,0.925,0.320
1535604541091,2018-08-30T13:49:01.091,503.052,-0.245,1.074,0.321
1535604541340,2018-08-30T13:49:01.340,503.301,-0.189,1.234,0.302
1535604541340,2018-08-30T13:49:01.340,503.301,-0.053,0.788,0.175
1535604541340,2018-08-30T13:49:01.340,503.301,-0.083,0.843,0.165
1535604541588,2018-08-30T13:49:01.588,503.549,-0.112,0.919,0.243
1535604541588,2018-08-30T13:49:01.588,503.549,-0.088,0.826,0.289
1535604541588,2018-08-30T13:49:01.588,503.549,-0.106,0.816,0.291
1535604541823,2018-08-30T13:49:01.823,503.784,-0.134,0.885,0.312
1535604541823,2018-08-30T13:49:01.823,503.784,-0.117,1.040,0.362
1535604541823,2018-08-30T13:49:01.823,503.784,-0.204,1.083,0.336
1535604542071,2018-08-30T13:49:02.071,504.032,-0.256,0.789,0.204
1535604542071,2018-08-30T13:49:02.071,504.032,-0.202,0.936,0.238
1535604542071,2018-08-30T13:49:02.071,504.032,-0.156,0.837,0.269
1535604542318,2018-08-30T13:49:02.318,504.279,-0.179,0.774,0.292
1535604542318,2018-08-30T13:49:02.318,504.279,-0.195,0.840,0.324
1535604542318,2018-08-30T13:49:02.318,504.279,-0.241,0.966,0.341
1535604542553,2018-08-30T13:49:02.553,504.514,-0.254,1.215,0.351
1535604542553,2018-08-30T13:49:02.553,504.514,-0.123,0.961,0.244
1535604542553,2018-08-30T13:49:02.553,504.514,-0.084,0.745,0.171
1535604542802,2018-08-30T13:49:02.802,504.763,-0.115,0.942,0.239
1535604542802,2018-08-30T13:49:02.802,504.763,-0.141,0.829,0.338
1535604542802,2018-08-30T13:49:02.802,504.763,-0.225,0.658,0.299
1535604543050,2018-08-30T13:49:03.050,505.011,-0.153,0.899,0.273
1535604543050,2018-08-30T13:49:03.050,505.011,-0.163,1.083,0.316
1535604543050,2018-08-30T13:49:03.050,505.011,-0.317,1.247,0.243
1535604543297,2018-08-30T13:49:03.297,505.258,-0.267,0.756,0.159
1535604543297,2018-08-30T13:49:03.297,505.258,-0.312,0.884,0.063
1535604543297,2018-08-30T13:49:03.297,505.258,-0.271,0.911,0.154
1535604543533,2018-08-30T13:49:03.533,505.494,-0.224,0.806,0.211
1535604543533,2018-08-30T13:49:03.533,505.494,-0.200,0.838,0.248
1535604543533,2018-08-30T13:49:03.533,505.494,-0.219,0.993,0.258
1535604543770,2018-08-30T13:49:03.770,505.731,-0.260,1.271,0.249
1535604543770,2018-08-30T13:49:03.770,505.731,-0.063,0.958,0.091
1535604543770,2018-08-30T13:49:03.770,505.731,-0.122,0.775,0.076
1535604544017,2018-08-30T13:49:04.017,505.978,-0.151,0.837,0.157
1535604544017,2018-08-30T13:49:04.017,505.978,-0.114,0.875,0.219
1535604544017,2018-08-30T13:49:04.017,505.978,-0.154,0.859,0.228
1535604544265,2018-08-30T13:49:04.265,506.226,-0.224,0.881,0.229
1535604544265,2018-08-30T13:49:04.265,506.226,-0.255,1.107,0.289
1535604544265,2018-08-30T13:49:04.265,506.226,-0.304,1.134,0.227
1535604544501,2018-08-30T13:49:04.501,506.462,-0.261,0.745,0.162
1535604544501,2018-08-30T13:49:04.501,506.462,-0.271,0.867,0.132
1535604544501,2018-08-30T13:49:04.501,506.462,-0.248,0.851,0.220
1535604544748,2018-08-30T13:49:04.748,506.709,-0.227,0.826,0.254
1535604544748,2018-08-30T13:49:04.748,506.709,-0.224,0.865,0.259
1535604544748,2018-08-30T13:49:04.748,506.709,-0.226,0.967,0.284
1535604544996,2018-08-30T13:49:04.996,506.957,-0.256,1.127,0.322
1535604544996,2018-08-30T13:49:04.996,506.957,-0.151,1.027,0.210
1535604544996,2018-08-30T13:49:04.996,506.957,-0.054,0.836,0.186
1535604545232,2018-08-30T13:49:05.232,507.193,-0.169,0.861,0.202
1535604545232,2018-08-30T13:49:05.232,507.193,-0.148,0.802,0.274
1535604545232,2018-08-30T13:49:05.232,507.193,-0.112,0.784,0.291
1535604545480,2018-08-30T13:49:05.480,507.441,-0.130,0.821,0.319
1535604545480,2018-08-30T13:49:05.480,507.441,-0.207,1.126,0.368
1535604545480,2018-08-30T13:49:05.480,507.441,-0.312,1.100,0.311
1535604545716,2018-08-30T13:49:05.716,507.677,-0.316,0.773,0.182
1535604545716,2018-08-30T13:49:05.716,507.677,-0.281,0.882,0.167
1535604545716,2018-08-30T13:49:05.716,507.677,-0.286,0.784,0.241
1535604545962,2018-08-30T13:49:05.962,507.923,-0.260,0.816,0.259
1535604545962,2018-08-30T13:49:05.962,507.923,-0.244,0.905,0.257
1535604545962,2018-08-30T13:49:05.962,507.923,-0.248,1.234,0.265
1535604546211,2018-08-30T13:49:06.211,508.172,-0.091,1.084,0.183
1535604546211,2018-08-30T13:49:06.211,508.172,-0.046,0.769,0.125
1535604546211,2018-08-30T13:49:06.211,508.172,-0.110,0.906,0.099
1535604546447,2018-08-30T13:49:06.447,508.408,-0.041,0.865,0.199
1535604546447,2018-08-30T13:49:06.447,508.408,-0.037,0.822,0.234
1535604546447,2018-08-30T13:49:06.447,508.408,-0.077,0.954,0.288
1535604546694,2018-08-30T13:49:06.694,508.655,-0.104,1.119,0.307
1535604546694,2018-08-30T13:49:06.694,508.655,-0.199,1.200,0.190
1535604546694,2018-08-30T13:49:06.694,508.655,-0.177,0.762,0.056
1535604546942,2018-08-30T13:49:06.942,508.903,-0.135,0.922,0.079
1535604546942,2018-08-30T13:49:06.942,508.903,-0.108,0.842,0.211
1535604546942,2018-08-30T13:49:06.942,508.903,-0.120,0.771,0.234
1535604547178,2018-08-30T13:49:07.178,509.139,-0.203,0.871,0.272
1535604547178,2018-08-30T13:49:07.178,509.139,-0.091,0.951,0.293
1535604547178,2018-08-30T13:49:07.178,509.139,-0.265,0.970,0.369
1535604547425,2018-08-30T13:49:07.425,509.386,-0.235,1.040,0.313
1535604547425,2018-08-30T13:49:07.425,509.386,0.082,1.056,0.029
1535604547425,2018-08-30T13:49:07.425,509.386,-0.056,1.180,0.063
1535604547674,2018-08-30T13:49:07.674,509.635,-0.215,0.837,0.110
1535604547674,2018-08-30T13:49:07.674,509.635,-0.112,0.684,0.147
1535604547674,2018-08-30T13:49:07.674,509.635,-0.108,0.775,0.169
1535604547910,2018-08-30T13:49:07.910,509.871,-0.097,1.162,0.248
1535604547910,2018-08-30T13:49:07.910,509.871,-0.121,1.344,0.316
1535604547910,2018-08-30T13:49:07.910,509.871,-0.262,0.867,0.105
1535604548157,2018-08-30T13:49:08.157,510.118,-0.267,0.814,0.060
1535604548157,2018-08-30T13:49:08.157,510.118,-0.162,0.856,0.157
1535604548157,2018-08-30T13:49:08.157,510.118,-0.155,0.729,0.243
1535604548393,2018-08-30T13:49:08.393,510.354,-0.203,0.842,0.273
1535604548393,2018-08-30T13:49:08.393,510.354,-0.204,0.981,0.331
1535604548393,2018-08-30T13:49:08.393,510.354,-0.241,1.171,0.362
1535604548641,2018-08-30T13:49:08.641,510.602,-0.183,1.080,0.240
1535604548641,2018-08-30T13:49:08.641,510.602,-0.036,0.746,0.133
1535604548641,2018-08-30T13:49:08.641,510.602,-0.106,0.901,0.199
1535604548888,2018-08-30T13:49:08.888,510.849,-0.113,0.792,0.238
1535604548888,2018-08-30T13:49:08.888,510.849,-0.199,0.804,0.279
1535604548888,2018-08-30T13:49:08.888,510.849,-0.137,0.884,0.294
1535604549125,2018-08-30T13:49:09.125,511.086,-0.123,1.100,0.385
1535604549125,2018-08-30T13:49:09.125,511.086,-0.161,1.203,0.381
1535604549125,2018-08-30T13:49:09.125,511.086,-0.227,0.796,0.198
1535604549372,2018-08-30T13:49:09.372,511.333,-0.280,0.750,0.185
1535604549372,2018-08-30T13:49:09.372,511.333,-0.250,0.872,0.225
1535604549372,2018-08-30T13:49:09.372,511.333,-0.178,0.754,0.273
1535604549620,2018-08-30T13:49:09.620,511.581,-0.196,0.836,0.302
1535604549620,2018-08-30T13:49:09.620,511.581,-0.204,0.946,0.321
1535604549620,2018-08-30T13:49:09.620,511.581,-0.267,1.190,0.357
1535604549856,2018-08-30T13:49:09.856,511.817,-0.202,1.162,0.272
1535604549856,2018-08-30T13:49:09.856,511.817,-0.011,0.742,0.135
1535604549856,2018-08-30T13:49:09.856,511.817,-0.091,0.886,0.154
1535604550103,2018-08-30T13:49:10.103,512.064,-0.119,0.817,0.242
1535604550103,2018-08-30T13:49:10.103,512.064,-0.090,0.793,0.302
1535604550103,2018-08-30T13:49:10.103,512.064,-0.077,0.858,0.331
1535604550351,2018-08-30T13:49:10.351,512.312,-0.116,1.038,0.356
1535604550351,2018-08-30T13:49:10.351,512.312,-0.193,1.294,0.343
1535604550351,2018-08-30T13:49:10.351,512.312,-0.225,0.748,0.195
1535604550587,2018-08-30T13:49:10.587,512.548,-0.218,0.824,0.184
1535604550587,2018-08-30T13:49:10.587,512.548,-0.181,0.882,0.245
1535604550587,2018-08-30T13:49:10.587,512.548,-0.175,0.763,0.279
1535604550835,2018-08-30T13:49:10.835,512.796,-0.203,0.831,0.298
1535604550835,2018-08-30T13:49:10.835,512.796,-0.204,0.937,0.306
1535604550835,2018-08-30T13:49:10.835,512.796,-0.241,1.108,0.345
1535604551071,2018-08-30T13:49:11.071,513.032,-0.152,1.142,0.318
1535604551071,2018-08-30T13:49:11.071,513.032,-0.014,0.783,0.193
1535604551071,2018-08-30T13:49:11.071,513.032,-0.109,0.859,0.240
1535604551318,2018-08-30T13:49:11.318,513.279,-0.138,0.833,0.295
1535604551318,2018-08-30T13:49:11.318,513.279,-0.065,0.778,0.318
1535604551318,2018-08-30T13:49:11.318,513.279,-0.080,0.817,0.323
1535604551565,2018-08-30T13:49:11.565,513.526,-0.120,0.974,0.345
1535604551565,2018-08-30T13:49:11.565,513.526,-0.180,1.150,0.374
1535604551565,2018-08-30T13:49:11.565,513.526,-0.229,0.882,0.287
1535604551802,2018-08-30T13:49:11.802,513.763,-0.194,0.900,0.215
1535604551802,2018-08-30T13:49:11.802,513.763,-0.154,0.896,0.234
1535604551802,2018-08-30T13:49:11.802,513.763,-0.150,0.771,0.259
1535604552048,2018-08-30T13:49:12.048,514.009,-0.183,0.827,0.277
1535604552048,2018-08-30T13:49:12.048,514.009,-0.189,0.954,0.278
1535604552048,2018-08-30T13:49:12.048,514.009,-0.225,1.191,0.312
1535604552297,2018-08-30T13:49:12.297,514.258,-0.136,1.086,0.237
1535604552297,2018-08-30T13:49:12.297,514.258,0.001,0.771,0.150
1535604552297,2018-08-30T13:49:12.297,514.258,-0.140,0.921,0.183
1535604552534,2018-08-30T13:49:12.534,514.495,-0.123,0.837,0.269
1535604552534,2018-08-30T13:49:12.534,514.495,-0.071,0.774,0.294
1535604552534,2018-08-30T13:49:12.534,514.495,-0.097,0.849,0.286
1535604552781,2018-08-30T13:49:12.781,514.742,-0.146,1.140,0.327
1535604552781,2018-08-30T13:49:12.781,514.742,-0.211,1.181,0.289
1535604552781,2018-08-30T13:49:12.781,514.742,-0.229,0.775,0.177
1535604553017,2018-08-30T13:49:13.017,514.978,-0.225,0.879,0.167
1535604553017,2018-08-30T13:49:13.017,514.978,-0.192,0.836,0.220
1535604553017,2018-08-30T13:49:13.017,514.978,-0.203,0.806,0.239
1535604553265,2018-08-30T13:49:13.265,515.226,-0.198,0.876,0.240
1535604553265,2018-08-30T13:49:13.265,515.226,-0.188,0.996,0.291
1535604553265,2018-08-30T13:49:13.265,515.226,-0.208,1.124,0.305
1535604553512,2018-08-30T13:49:13.512,515.473,-0.070,1.071,0.221
1535604553512,2018-08-30T13:49:13.512,515.473,-0.034,0.793,0.175
1535604553512,2018-08-30T13:49:13.512,515.473,-0.184,0.898,0.189
1535604553748,2018-08-30T13:49:13.748,515.709,-0.121,0.851,0.250
1535604553748,2018-08-30T13:49:13.748,515.709,-0.059,0.775,0.292
1535604553748,2018-08-30T13:49:13.748,515.709,-0.066,0.847,0.309
1535604553995,2018-08-30T13:49:13.995,515.956,-0.100,1.054,0.355
1535604553995,2018-08-30T13:49:13.995,515.956,-0.210,1.164,0.340
1535604553995,2018-08-30T13:49:13.995,515.956,-0.235,0.830,0.262
1535604554243,2018-08-30T13:49:14.243,516.204,-0.176,0.890,0.199
1535604554243,2018-08-30T13:49:14.243,516.204,-0.138,0.847,0.251
1535604554243,2018-08-30T13:49:14.243,516.204,-0.166,0.834,0.314
1535604554480,2018-08-30T13:49:14.480,516.441,-0.089,0.844,0.321
1535604554480,2018-08-30T13:49:14.480,516.441,-0.246,0.891,0.309
1535604554480,2018-08-30T13:49:14.480,516.441,-0.229,1.227,0.354
1535604554727,2018-08-30T13:49:14.727,516.688,-0.013,0.894,0.278
1535604554727,2018-08-30T13:49:14.727,516.688,-0.053,0.808,0.209
1535604554727,2018-08-30T13:49:14.727,516.688,-0.131,0.906,0.254
1535604554975,2018-08-30T13:49:14.975,516.936,-0.061,0.805,0.313
1535604554975,2018-08-30T13:49:14.975,516.936,-0.051,0.793,0.316
1535604554975,2018-08-30T13:49:14.975,516.936,-0.097,0.942,0.314
1535604555211,2018-08-30T13:49:15.211,517.172,-0.150,1.178,0.376
1535604555211,2018-08-30T13:49:15.211,517.172,-0.253,0.969,0.292
1535604555211,2018-08-30T13:49:15.211,517.172,-0.211,0.825,0.216
1535604555458,2018-08-30T13:49:15.458,517.419,-0.174,0.895,0.207
1535604555458,2018-08-30T13:49:15.458,517.419,-0.145,0.789,0.257
1535604555458,2018-08-30T13:49:15.458,517.419,-0.161,0.836,0.254
1535604555695,2018-08-30T13:49:15.695,517.656,-0.178,0.924,0.264
1535604555695,2018-08-30T13:49:15.695,517.656,-0.203,1.095,0.279
1535604555695,2018-08-30T13:49:15.695,517.656,-0.111,1.162,0.255
1535604555953,2018-08-30T13:49:15.953,517.914,-0.033,0.872,0.194
1535604555953,2018-08-30T13:49:15.953,517.914,-0.184,0.902,0.178
1535604555953,2018-08-30T13:49:15.953,517.914,-0.191,0.786,0.237
1535604556190,2018-08-30T13:49:16.190,518.151,-0.091,0.728,0.277
1535604556190,2018-08-30T13:49:16.190,518.151,-0.052,0.821,0.299
1535604556190,2018-08-30T13:49:16.190,518.151,-0.142,0.975,0.324
1535604556426,2018-08-30T13:49:16.426,518.387,-0.191,1.181,0.372
1535604556426,2018-08-30T13:49:16.426,518.387,-0.312,1.013,0.282
1535604556426,2018-08-30T13:49:16.426,518.387,-0.304,0.898,0.208
1535604556673,2018-08-30T13:49:16.673,518.634,-0.177,0.817,0.146
1535604556673,2018-08-30T13:49:16.673,518.634,-0.157,0.732,0.158
1535604556673,2018-08-30T13:49:16.673,518.634,-0.234,0.695,0.260
1535604556921,2018-08-30T13:49:16.921,518.882,-0.208,1.019,0.312
1535604556921,2018-08-30T13:49:16.921,518.882,-0.324,1.361,0.427
1535604556921,2018-08-30T13:49:16.921,518.882,-0.251,1.090,0.292
1535604557157,2018-08-30T13:49:17.157,519.118,0.052,0.882,-0.213
1535604557157,2018-08-30T13:49:17.157,519.118,-0.010,1.252,-0.236
1535604557157,2018-08-30T13:49:17.157,519.118,-0.003,0.972,-0.013
1535604557405,2018-08-30T13:49:17.405,519.366,-0.059,0.616,0.099
1535604557405,2018-08-30T13:49:17.405,519.366,-0.113,0.577,0.130
1535604557405,2018-08-30T13:49:17.405,519.366,-0.064,0.845,0.187
1535604557652,2018-08-30T13:49:17.652,519.613,-0.055,1.256,0.290
1535604557652,2018-08-30T13:49:17.652,519.613,-0.213,1.355,0.295
1535604557652,2018-08-30T13:49:17.652,519.613,-0.304,0.698,0.038
1535604557888,2018-08-30T13:49:17.888,519.849,-0.177,0.945,0.040
1535604557888,2018-08-30T13:49:17.888,519.849,-0.170,0.812,0.166
1535604557888,2018-08-30T13:49:17.888,519.849,-0.220,0.750,0.228
1535604558136,2018-08-30T13:49:18.136,520.097,-0.259,0.896,0.237
1535604558136,2018-08-30T13:49:18.136,520.097,-0.259,1.115,0.267
1535604558136,2018-08-30T13:49:18.136,520.097,-0.196,1.274,0.262
1535604558373,2018-08-30T13:49:18.373,520.334,-0.025,0.871,0.025
1535604558373,2018-08-30T13:49:18.373,520.334,-0.115,0.842,0.014
1535604558373,2018-08-30T13:49:18.373,520.334,-0.054,0.907,0.135
1535604558620,2018-08-30T13:49:18.620,520.581,-0.025,0.804,0.217
1535604558620,2018-08-30T13:49:18.620,520.581,-0.038,0.799,0.222
1535604558620,2018-08-30T13:49:18.620,520.581,-0.071,0.938,0.241
1535604558867,2018-08-30T13:49:18.867,520.828,-0.106,1.167,0.302
1535604558867,2018-08-30T13:49:18.867,520.828,-0.200,1.140,0.264
1535604558867,2018-08-30T13:49:18.867,520.828,-0.233,0.734,0.187
1535604559103,2018-08-30T13:49:19.103,521.064,-0.215,0.922,0.174
1535604559103,2018-08-30T13:49:19.103,521.064,-0.168,0.840,0.256
1535604559103,2018-08-30T13:49:19.103,521.064,-0.187,0.762,0.279
1535604559351,2018-08-30T13:49:19.351,521.312,-0.198,0.827,0.295
1535604559351,2018-08-30T13:49:19.351,521.312,-0.227,1.048,0.354
1535604559351,2018-08-30T13:49:19.351,521.312,-0.270,1.216,0.386
1535604559598,2018-08-30T13:49:19.598,521.559,-0.127,0.943,0.215
1535604559598,2018-08-30T13:49:19.598,521.559,-0.056,0.769,0.073
1535604559598,2018-08-30T13:49:19.598,521.559,-0.084,0.938,0.195
1535604559835,2018-08-30T13:49:19.835,521.796,-0.097,0.819,0.294
1535604559835,2018-08-30T13:49:19.835,521.796,-0.209,0.784,0.251
1535604559835,2018-08-30T13:49:19.835,521.796,-0.116,0.937,0.296
1535604560082,2018-08-30T13:49:20.082,522.043,-0.096,1.044,0.358
1535604560082,2018-08-30T13:49:20.082,522.043,-0.209,1.147,0.315
1535604560082,2018-08-30T13:49:20.082,522.043,-0.257,0.808,0.177
1535604560330,2018-08-30T13:49:20.330,522.291,-0.224,0.896,0.132
1535604560330,2018-08-30T13:49:20.330,522.291,-0.152,0.879,0.206
1535604560330,2018-08-30T13:49:20.330,522.291,-0.154,0.752,0.262
1535604560566,2018-08-30T13:49:20.566,522.527,-0.172,0.834,0.299
1535604560566,2018-08-30T13:49:20.566,522.527,-0.169,0.940,0.323
1535604560566,2018-08-30T13:49:20.566,522.527,-0.224,1.079,0.349
1535604560813,2018-08-30T13:49:20.813,522.774,-0.176,1.130,0.285
1535604560813,2018-08-30T13:49:20.813,522.774,-0.021,0.767,0.199
1535604560813,2018-08-30T13:49:20.813,522.774,-0.109,0.908,0.205
1535604561050,2018-08-30T13:49:21.050,523.011,-0.114,0.881,0.299
1535604561050,2018-08-30T13:49:21.050,523.011,-0.081,0.769,0.334
1535604561050,2018-08-30T13:49:21.050,523.011,-0.104,0.794,0.303
1535604561297,2018-08-30T13:49:21.297,523.258,-0.163,0.983,0.343
1535604561297,2018-08-30T13:49:21.297,523.258,-0.223,1.100,0.339
1535604561297,2018-08-30T13:49:21.297,523.258,-0.285,0.900,0.237
1535604561545,2018-08-30T13:49:21.545,523.506,-0.254,0.968,0.232
1535604561545,2018-08-30T13:49:21.545,523.506,-0.153,0.851,0.261
1535604561545,2018-08-30T13:49:21.545,523.506,-0.178,0.759,0.267
1535604561780,2018-08-30T13:49:21.780,523.741,-0.187,0.816,0.273
1535604561780,2018-08-30T13:49:21.780,523.741,-0.156,0.958,0.326
1535604561780,2018-08-30T13:49:21.780,523.741,-0.181,1.090,0.372
1535604562028,2018-08-30T13:49:22.028,523.989,-0.205,1.131,0.332
1535604562028,2018-08-30T13:49:22.028,523.989,-0.062,0.676,0.116
1535604562028,2018-08-30T13:49:22.028,523.989,-0.110,0.939,0.127
1535604562276,2018-08-30T13:49:22.276,524.237,-0.120,1.004,0.222
1535604562276,2018-08-30T13:49:22.276,524.237,-0.091,0.859,0.274
1535604562276,2018-08-30T13:49:22.276,524.237,-0.070,0.757,0.271
1535604562512,2018-08-30T13:49:22.512,524.473,-0.127,0.927,0.325
1535604562512,2018-08-30T13:49:22.512,524.473,-0.162,1.147,0.358
1535604562512,2018-08-30T13:49:22.512,524.473,-0.216,1.059,0.292
1535604562760,2018-08-30T13:49:22.760,524.721,-0.214,0.708,0.251
1535604562760,2018-08-30T13:49:22.760,524.721,-0.199,0.861,0.216
1535604562760,2018-08-30T13:49:22.760,524.721,-0.164,0.837,0.271
1535604562996,2018-08-30T13:49:22.996,524.957,-0.140,0.874,0.299
1535604562996,2018-08-30T13:49:22.996,524.957,-0.137,0.870,0.296
1535604562996,2018-08-30T13:49:22.996,524.957,-0.184,1.015,0.293
1535604563244,2018-08-30T13:49:23.244,525.205,-0.211,1.196,0.321
1535604563244,2018-08-30T13:49:23.244,525.205,-0.054,0.923,0.212
1535604563244,2018-08-30T13:49:23.244,525.205,-0.052,0.844,0.147
1535604563491,2018-08-30T13:49:23.491,525.452,-0.096,0.883,0.184
1535604563491,2018-08-30T13:49:23.491,525.452,-0.059,0.807,0.274
1535604563491,2018-08-30T13:49:23.491,525.452,-0.084,0.846,0.303
1535604563727,2018-08-30T13:49:23.727,525.688,-0.142,0.927,0.309
1535604563727,2018-08-30T13:49:23.727,525.688,-0.164,1.116,0.303
1535604563727,2018-08-30T13:49:23.727,525.688,-0.212,1.017,0.263
1535604563986,2018-08-30T13:49:23.986,525.947,-0.289,0.849,0.170
1535604563986,2018-08-30T13:49:23.986,525.947,-0.195,0.951,0.204
1535604563986,2018-08-30T13:49:23.986,525.947,-0.130,0.745,0.232
1535604564222,2018-08-30T13:49:24.222,526.183,-0.193,0.800,0.265
1535604564222,2018-08-30T13:49:24.222,526.183,-0.204,0.935,0.291
1535604564222,2018-08-30T13:49:24.222,526.183,-0.206,1.105,0.343
1535604564459,2018-08-30T13:49:24.459,526.420,-0.174,1.181,0.262
1535604564459,2018-08-30T13:49:24.459,526.420,-0.030,0.802,0.145
1535604564459,2018-08-30T13:49:24.459,526.420,-0.136,0.889,0.126
1535604564706,2018-08-30T13:49:24.706,526.667,-0.102,0.905,0.204
